"","TCGA.CH.5761.11A.01R.1580.07","TCGA.CH.5761.11A.01R.1580.08","TCGA.CH.5761.11A.01R.1580.09","TCGA.CH.5761.11A.01R.1580.10","TCGA.CH.5761.11A.01R.1580.11","TCGA.CH.5761.11A.01R.1580.12","TCGA.CH.5761.11A.01R.1580.13","TCGA.CH.5761.11A.01R.1580.14","TCGA.CH.5761.11A.01R.1580.15"
"C11orf82","37.5501","30.7021","12.0226","79.068","20.4447","16.1483","18.3959","27.3731","45.5812"
"C11orf83","601.2593","262.6172","456.1528","661.9557","680.4617","226.9737","1206.0338","339.9558","198.5316"
"C11orf84","327.4184","404.2021","304.8091","315.508","361.4471","345.9928","328.1825","316.9978","462.2275"
"C11orf85","0.4579","1.5224","2.1216","0","0.3857","0.8971","1.8396","0","1.0129"
"C11orf86","0","0","0","0","0","0","0","0","0"
"C11orf87","0","2.5374","1.4144","0","0","16.4474","10.6696","9.713","4.0517"
"C11orf88","0.4579","2.0299","1.4144","0.7639","0","5.0837","2.9433","0","1.3506"
"C11orf9","19.6909","31.7171","26.1669","7.2574","15.43","13.756","5.5188","18.9845","12.4926"
"C11orf90","0.9159","2.2836","0.7072","0.7639","3.086","0.299","1.8396","0.883","7.0904"
"C11orf92","1879.336","4437.0889","2173.2673","1001.4057","2554.0459","334.4109","898.0868","1933.3333","1575.4226"
"C11orf93","60.4465","99.7184","97.5955","48.2506","62.4914","92.6226","98.9698","64.0177","73.2676"
"C11orf94","0","0","0","0","0","0.299","0","0","0"
"C11orf95","359.0155","450.1284","410.8911","284.5684","289.6977","805.9211","208.6093","606.181","613.4897"
"C12orf10","842.5873","670.3716","702.9703","757.8304","928.4985","561.0048","1287.3436","560.7064","554.7405"
"C12orf11","258.2713","316.1556","321.7822","487.7769","358.7468","330.4426","524.2826","344.8124","362.6241"
"C12orf12","0","0","0","0","0","0","0","0","0"
"C12orf23","1335.3177","1434.6258","1821.075","1668.0672","1465.4615","1511.0646","2517.2921","1391.6115","1422.1346"
"C12orf24","44.419","78.1508","41.7256","71.0466","113.796","119.6172","194.9963","85.6512","95.2141"
"C12orf26","116.3137","135.749","131.5417","149.3506","170.5012","78.0502","222.2222","101.5453","134.0426"
"C12orf27","0","0","0.7072","6.8755","2.7002","0","0.7358","0.4415","0"
"C12orf29","327.1666","356.9361","566.4569","383.1207","464.9552","358.0921","964.5769","427.3775","429.6319"
"C12orf32","637.8935","587.3998","612.447","733.3843","739.4813","619.9163","990.8021","585.872","675.9529"
"C12orf34","113.5661","133.4654","45.9689","196.715","164.7149","73.2656","29.0655","53.4216","42.8801"
"C12orf35","568.7464","780.2395","705.0919","569.9007","622.5993","920.1555","393.3039","947.4614","1786.7845"
"C12orf36","2.2896","0.2537","0","1.1459","0.7715","0","0","0.4415","0.6753"
"C12orf39","0.4579","0","0","0","0","5.3828","0","0","0"
"C12orf4","297.6531","427.5459","334.512","339.5722","476.0146","535.5861","800.9566","441.5011","464.2533"
"C12orf40","0","0","0","0","0","0","0","0","0"
"C12orf41","428.6205","394.5601","454.7383","406.0351","573.2234","386.3636","959.897","391.17","555.0782"
"C12orf42","0","0.2537","0","0","0.3857","0.299","1.1038","0","7.0904"
"C12orf43","277.0464","261.3485","251.0608","181.0542","314.7714","311.0048","404.3414","249.0066","237.0224"
"C12orf44","1240.5266","1060.6183","898.8685","929.7173","917.6975","640.8493","1710.4489","798.234","643.2019"
"C12orf45","109.4448","155.033","112.447","165.3934","108.3955","91.2081","173.2892","85.2097","91.1625"
"C12orf47","247.0612","246.7079","320.3395","360.4622","334.1939","212.5957","694.6726","198.053","270.0739"
"C12orf48","17.4562","45.3199","16.9731","113.961","27.6852","35.1794","87.3951","44.0751","74.4055"
"C12orf49","368.6319","381.8733","257.4257","290.6799","298.1842","219.4976","256.8065","283.8852","359.2477"
"C12orf5","161.6485","226.8404","108.2037","150.8785","145.8132","522.4282","187.2701","262.2517","257.956"
"C12orf50","0","0.2537","0","0","0","0.299","0","0","0"
"C12orf51","2981.5684","2644.1873","3719.2362","2862.4905","2566.0041","2300.2392","561.4422","2570.8609","1890.102"
"C12orf52","610.8758","398.8737","477.3692","616.5011","538.506","435.7057","640.5445","326.2693","334.6"
"C12orf53","65.9416","94.8974","86.2801","40.8709","74.4496","284.0909","12.8771","78.5872","15.869"
"C12orf54","4.1214","14.7167","0.7072","0.7639","3.8575","0.299","6.2546","1.766","1.6882"
"C12orf56","3.2055","11.9256","9.1938","46.6005","5.0147","0","40.103","35.3201","6.0775"
"C12orf57","1879.336","1659.4362","2175.389","2203.5905","2945.9671","1214.1148","5862.7667","1697.5717","1600.4079"
"C12orf59","11.9061","4.0598","3.5361","3.4377","3.086","1.4952","5.5188","2.2075","9.4539"
"C12orf60","19.6909","22.0751","45.9689","18.7166","38.1892","15.2512","68.8006","24.2826","15.1937"
"C12orf61","9.1586","6.8509","11.3154","58.8235","6.172","4.4856","8.83","8.3885","5.0646"
"C12orf62","606.2965","644.2368","597.5955","640.1833","778.442","690.1914","2192.4209","567.3289","532.1187"
"C12orf63","5.9531","4.5673","2.1216","0.7639","2.3145","4.4856","2.5754","0.883","4.7269"
"C12orf65","370.0057","276.0652","429.2786","335.7525","406.9655","308.3134","707.8734","324.0618","401.7902"
"C12orf66","87.4642","129.1518","108.9109","74.1024","103.7666","75.3589","137.6012","98.4547","116.1477"
"C12orf68","19.233","37.8067","14.8515","16.4248","6.5577","26.3158","8.83","34.8786","27.3487"
"C12orf69","12.3641","48.7174","39.604","28.6478","67.5061","28.7081","38.6313","50.7726","21.6089"
"C12orf70","0","1.5224","0","0","0","0","0","0","0"
"C12orf71","1.8317","2.2836","0.7072","0.382","0","0.5981","0","0.4415","0.6753"
"C12orf72","54.9513","77.8971","70.0141","38.1971","75.9926","80.4426","105.2244","86.0927","89.4743"
"C12orf73","102.5758","96.9273","123.7624","155.8442","109.9385","81.3397","168.8742","79.0287","73.2676"
"C12orf74","4.5793","2.0299","2.8289","1.5279","1.543","0.299","0.7358","3.532","6.4151"
"C12orf75","537.1494","740.4029","347.9491","338.0443","1136.8031","2688.9952","2304.2678","1723.1788","746.1817"
"C12orf76","140.5839","89.0615","173.9745","179.9083","165.4864","67.3535","219.2789","107.7263","117.1607"
"C12orf77","0","0.5075","0","0","0","0.8971","0","0","0"
"C13orf1","274.2988","274.0353","340.1697","325.4393","347.1743","495.2153","491.9058","360.2649","324.1332"
"C13orf15","452.8907","623.9379","417.9632","313.2162","460.1989","99.5813","727.0052","292.7152","384.5706"
"C13orf16","0","2.7911","1.4144","0.7639","1.9287","0.299","0.3679","1.766","0.6753"
"C13orf18","32.9708","63.9416","7.0721","45.8365","47.8329","73.8636","36.7918","42.3841","203.2586"
"C13orf23","904.8655","910.9138","823.9038","1241.7876","763.3978","595.9928","503.6792","858.2781","861.3166"
"C13orf26","0.4579","1.7762","0","0","0.3857","8.6722","2.5754","2.2075","6.0775"
"C13orf27","59.5306","86.0166","58.6987","88.2353","70.2064","69.677","166.2987","66.2252","58.7491"
"C13orf28","0","0","0","0","0","0","0","0","0"
"C13orf29","33.4287","155.7942","38.8967","52.712","60.1769","180.622","52.6122","52.9801","136.4061"
"C13orf30","2.7476","8.627","1.4144","0.7639","7.3292","3.8876","0.3679","0","5.7399"
"C13orf31","174.0126","308.2898","169.7313","174.5607","205.6044","309.5096","193.1567","276.8212","360.2606"
"C13orf33","13.7378","28.6722","7.0721","59.5875","21.9877","122.9067","11.7734","37.5276","34.1015"
"C13orf34","77.1288","91.1066","62.7157","91.7112","46.1588","42.8618","70.8205","50.2252","82.9342"
"C13orf35","0","0.2537","0","0","0","0.299","0","0","0"
"C13orf36","1.3738","0.2537","6.3649","1.9099","5.4005","9.2703","1.1038","0","3.714"
"C13orf37","355.81","343.5591","491.5134","742.5516","320.1719","328.9474","746.8727","403.532","364.6499"
"C13orf38","27.4345","27.9795","22.3904","4.2017","39.2461","23.9952","129.9007","37.6468","18.7795"
"C13orf39","0.4579","0.2537","0","0.7639","0","61.0048","1.1038","0","4.0517"
"C14orf1","1495.1345","1350.639","1369.1655","1321.2376","1659.4933","754.4856","1797.6453","1065.3422","831.6043"
"C14orf101","518.8323","500.1145","606.082","383.8808","573.9949","266.4474","526.1221","399.5585","452.7736"
"C14orf102","317.8019","370.2014","304.8091","279.6028","295.0982","329.5455","158.5725","346.5784","375.1167"
"C14orf104","281.1677","233.6912","259.5474","370.1299","303.9704","166.2679","482.34","236.2031","234.3213"
"C14orf105","0","0","0","0","0","0","0","0","0"
"C14orf106","369.5478","346.8577","439.1796","494.2704","333.2874","258.6722","356.8801","445.4746","608.7627"
"C14orf109","639.7252","571.4144","640.7355","631.016","758.7688","355.2632","1639.4408","456.9536","342.0281"
"C14orf115","0","0.2537","0","0","0.3857","0","0","0","0.3376"
"C14orf118","173.0967","271.7517","162.6591","163.4836","233.7641","409.39","272.259","287.8587","336.2882"
"C14orf119","731.7687","896.9583","687.4116","563.0252","882.5943","746.1124","1759.7498","676.8212","727.9492"
"C14orf126","332.3824","298.0185","323.6987","405.6723","360.2898","286.5132","589.1538","295.2671","307.5147"
"C14orf128","119.5192","128.3906","111.0325","175.3247","114.9533","81.0407","103.3848","67.1082","76.644"
"C14orf129","526.6171","914.2123","396.7468","776.547","642.6583","561.9019","1501.8396","559.3819","577.3623"
"C14orf132","533.028","361.3207","676.0962","192.8953","680.8475","789.4737","384.4739","633.9956","1020.0068"
"C14orf135","966.6857","1225.8007","1233.3805","1663.8655","1172.292","975.1794","1059.6026","1228.2561","1287.4167"
"C14orf138","121.8088","184.4664","139.3211","99.3125","77.9214","61.0048","121.7807","79.9117","80.358"
"C14orf139","50.3721","43.3889","41.0184","17.5707","18.9017","93.6005","4.415","31.3466","65.8396"
"C14orf142","195.5352","202.4817","204.3847","192.5134","264.2382","145.3349","627.6674","179.6909","157.002"
"C14orf143","41.6714","57.8519","33.9463","61.8793","47.8329","54.7249","98.6019","67.1082","51.9964"
"C14orf145","52.2038","82.7181","53.7482","46.9824","39.7322","76.256","41.2068","78.5872","99.6034"
"C14orf147","1039.4963","1390.7294","1137.1994","1444.9962","1222.0537","882.4761","2033.1126","1103.3113","969.361"
"C14orf148","5.4951","8.1196","4.2433","3.8197","3.4717","0.5981","8.0942","2.649","3.714"
"C14orf149","45.3349","161.1226","31.8246","65.699","55.5479","85.8254","72.4798","56.0706","71.9171"
"C14orf153","326.9697","291.0357","343.5644","520.6188","400.7935","420.9569","827.145","334.2163","322.7354"
"C14orf156","310.0172","395.0676","429.9859","465.6226","418.1522","328.3493","941.869","280.7947","209.3361"
"C14orf159","1003.32","1387.9383","888.9675","578.304","1125.6164","1547.5478","889.6247","1150.5519","933.5713"
"C14orf162","0","0.2537","0.7072","0","0","0.5981","0","0","0"
"C14orf165","0","0","0","0","0","0","0","0","0"
"C14orf166","1593.589","1873.336","1866.3366","2647.4408","2104.2622","1674.0431","3321.56","1622.9581","1451.1715"
"C14orf166B","0","0","0","0","0","0","0","0.4415","0.3376"
"C14orf167","662.4339","571.044","697.0438","608.5829","856.4174","631.555","1237.8624","599.1744","694.2022"
"C14orf169","296.7373","178.6304","171.1457","156.9901","159.3144","308.3134","153.0537","178.8079","211.6995"
"C14orf174","13.2799","12.1793","14.1443","16.0428","19.6732","14.6531","11.7734","35.7616","27.3487"
"C14orf176","5.4951","19.0302","18.3876","4.2017","9.6437","3.8876","8.0942","9.2715","3.3764"
"C14orf177","0","0","0","0","0","0","0","0","0"
"C14orf178","0","0","0.7072","0","0.3857","0.5981","1.4717","0.883","1.3506"
"C14orf179","257.3555","262.8709","200.1414","186.7838","265.7812","268.2416","796.5416","250.3311","211.6995"
"C14orf180","0","1.2687","0","0.382","0","42.4641","1.1038","3.9735","2.0258"
"C14orf181","30.6812","35.5231","31.1174","170.741","31.6314","11.9617","39.3672","19.426","23.6347"
"C14orf182","1.3738","2.2836","0.7072","7.6394","1.1572","0.8971","0.7358","2.2075","4.0517"
"C14orf183","0","0.2537","0","0","0","0","0","0","0"
"C14orf184","1.3738","3.5523","0.7072","2.6738","1.543","0","0","0.883","0.6753"
"C14orf19","0.4579","4.3135","20.5092","1.1459","1.543","14.055","5.1508","0.883","2.0258"
"C14orf2","699.7138","816.2701","809.0523","927.8075","817.4027","664.4737","2112.2149","629.5806","449.7349"
"C14orf21","326.0446","314.6332","292.0792","314.3621","302.8132","444.9761","144.5916","351.4349","352.8325"
"C14orf23","0","0","0","0","0","0","0","0","0"
"C14orf28","141.0418","131.9429","175.389","94.7288","133.0835","159.0909","197.9397","110.8168","128.3027"
"C14orf33","30.6812","44.9113","34.6535","24.8281","42.8182","58.6124","74.3194","40.1766","57.061"
"C14orf34","0","0","0","0","0","0.299","0","0","0"
"C14orf37","41.6714","76.1209","56.5771","41.2529","84.8648","264.6172","86.1479","101.5453","148.8987"
"C14orf39","4.1214","14.7167","7.0721","8.0214","1.543","10.7656","2.5754","1.766","4.0517"
"C14orf4","1900.4007","2365.0772","1337.3409","1450.7257","1231.6974","3069.378","1088.6681","2046.3576","1653.0795"
"C14orf43","1055.0658","1430.8197","1058.6987","761.2681","911.9113","2085.5263","381.5305","1521.8543","1667.9356"
"C14orf45","147.8649","180.7339","137.4045","95.34","173.8688","191.6059","308.9294","207.3466","194.9594"
"C14orf48","0","0","0","0","0","0.5981","0","0","0"
"C14orf49","32.055","18.0153","14.1443","17.9526","21.602","67.2847","8.0942","33.5541","93.5259"
"C14orf50","1.3738","8.8808","7.7793","0.7639","3.4717","3.2895","5.1508","1.3245","1.6882"
"C14orf53","0","0","0","0","0","0","0","0","0"
"C14orf64","6.8689","21.8213","9.901","1.9099","11.1867","6.878","25.3863","9.2715","35.7897"
"C14orf68","0.4579","0","0","0.382","0","1.1962","0","0.4415","0.6753"
"C14orf70","0","0","0","0","0","0","0","0","0"
"C14orf72","2.2896","2.2836","1.4144","0.7639","0","0","0.7358","2.649","2.3635"
"C14orf73","8.2427","12.9406","0","3.8197","2.3145","5.9809","6.6225","7.5055","39.8414"
"C14orf79","289.4104","236.7361","175.389","271.1994","350.6461","178.8278","389.2568","233.9956","181.312"
"C14orf80","130.5094","72.0611","54.4554","188.6937","86.4078","48.744","56.6593","87.4172","75.2935"
"C14orf86","0","0.2537","0","0","0.3857","0.5981","0","0.4415","0.3376"
"C14orf93","248.1969","289.2595","234.0877","149.7326","268.8672","172.8469","216.7035","167.7704","206.6349"
"C15orf17","1388.4373","1538.6577","2077.0863","1064.1711","1713.1125","1578.9474","1701.2509","1143.0464","1168.5679"
"C15orf2","0.9159","8.627","1.4144","0","0","0.299","0","2.649","0"
"C15orf21","693.3028","944.9145","1351.4851","109.6257","1947.648","1176.0407","4166.2987","856.9536","1525.1144"
"C15orf23","134.6308","202.2279","207.9208","380.8251","196.3464","118.4211","327.8146","320.5298","135.0555"
"C15orf24","1082.5415","1014.4382","975.9547","1118.793","1526.0241","819.677","2565.1214","1071.5232","873.8092"
"C15orf26","1.3738","2.0299","0.7072","0","1.9287","0.299","0.3679","0","0.6753"
"C15orf27","24.7281","57.5982","22.6308","13.369","23.145","8.3732","35.3201","27.3731","64.8266"
"C15orf28","3.2055","0.7612","1.4144","3.4377","3.086","0.299","0.3679","2.649","2.0258"
"C15orf29","306.8117","451.6508","379.7737","379.2972","293.1694","286.7823","558.131","318.7638","288.3435"
"C15orf32","0","0","0","0","0","0","0","0","0"
"C15orf33","46.7361","45.259","42.7369","23.3155","64.0421","51.4504","93.922","38.521","35.5804"
"C15orf34","38.008","22.0751","48.0905","48.5103","23.9165","6.878","26.1221","24.7241","24.6476"
"C15orf37","191.9817","101.6062","86.9307","154.3392","114.934","112.9217","176.365","127.4923","128.3331"
"C15orf38","615.2124","565.0786","684.3423","507.3873","682.132","592.2608","591.5857","676.2605","783.1836"
"C15orf39","595.3062","585.3699","648.5149","544.6906","496.0736","381.5789","255.7027","601.3245","836.3313"
"C15orf40","224.8426","196.1586","285.5092","210.0879","275.0547","164.9402","469.4628","187.2671","224.1922"
"C15orf41","139.668","530.5629","212.8713","90.9091","217.9483","622.0096","196.1001","234.8786","193.8047"
"C15orf42","19.7413","22.9073","29.7878","89.3812","14.7048","24.055","3.7454","23.4437","25.198"
"C15orf43","0","1.0149","0","0","0.3857","0.299","0.3679","0.4415","0"
"C15orf44","1030.3377","1123.0374","1131.5417","1017.9526","1201.2232","608.2536","1551.1405","941.2804","836.3313"
"C15orf48","172.1809","177.3618","170.4385","53.094","491.4446","394.4378","1064.0177","26.4901","209.6737"
"C15orf5","0","0.5075","0","0","0","0","0","0.4415","0"
"C15orf50","1.8317","1.0149","0.7072","3.0558","1.1572","0","0","2.649","0"
"C15orf51","5.4951","2.0299","9.901","1.9099","11.1867","14.9522","6.6225","14.128","10.4668"
"C15orf52","486.3194","473.4722","292.0792","285.3323","405.4225","1527.811","249.816","563.3554","617.2037"
"C15orf53","0","1.0149","0","0","0","0","0","0","0.3376"
"C15orf54","0","0","0.7072","0","0.3857","0","0","0","2.0258"
"C15orf55","0","1.0149","0","0","0","0.299","0","0.883","1.0129"
"C15orf56","19.233","20.5527","64.3564","27.5019","27.7739","17.3445","32.0088","13.6865","17.8949"
"C15orf57","381.2112","411.2382","420.6789","419.2857","386.1967","304.9013","1012.5166","357.17","361.493"
"C15orf58","78.7636","79.4195","86.2801","42.0168","56.3194","42.1651","52.9801","63.1347","46.5942"
"C15orf59","201.0303","208.5713","184.5827","63.0252","235.3071","340.61","116.262","228.2561","184.6884"
"C15orf60","0","0","0","0","0","0","0","0","0"
"C15orf61","126.846","149.7045","171.8529","117.6471","127.683","116.3278","220.0147","104.6358","95.5518"
"C15orf62","50.3721","145.391","39.604","12.987","23.9165","6.878","10.6696","22.0751","21.9465"
"C15orf63","839.6382","804.2937","861.3861","1271.2758","999.893","387.0933","1566.3797","739.5806","441.7767"
"C16orf11","0","0","0","0","0","0","0.7358","0","0"
"C16orf13","538.5232","364.873","490.099","697.097","546.221","354.067","798.7491","362.0309","281.9284"
"C16orf3","1.8317","5.5822","0.7072","1.9099","1.543","0","0.3679","0.883","0.6753"
"C16orf42","1034.4453","750.867","773.819","914.2704","863.5113","808.5018","920.2465","723.3422","570.7885"
"C16orf45","398.8552","659.461","425.7426","307.1047","839.3904","3166.567","785.872","1519.2053","1105.4294"
"C16orf46","65.4837","105.3006","66.4781","66.8449","70.2064","28.11","89.0361","86.0927","48.9576"
"C16orf48","446.0218","263.1247","202.9703","416.3484","217.5626","296.9498","300.9566","321.8543","227.5685"
"C16orf5","1008.3572","1291.5184","672.5601","233.3843","845.1766","967.4043","741.7219","1000.883","990.9699"
"C16orf52","282.0836","414.3516","328.8543","187.5477","253.4373","345.9928","371.5968","380.1325","375.4543"
"C16orf53","1234.4453","880.3081","1267.9844","1573.1589","1066.913","543.6364","944.3966","881.6247","629.5647"
"C16orf54","37.0922","64.7028","117.3975","30.1757","39.3464","41.567","41.9426","36.2031","174.5593"
"C16orf55","70.5209","82.9718","80.6223","68.3728","74.0639","56.5191","106.6961","53.8631","60.775"
"C16orf57","813.2799","838.0914","480.198","595.8747","678.1472","870.2153","593.0831","687.4172","568.9214"
